appendix,platform,source_name,source_version,target_name,target_version,target_scope,vuln,alias,path_length,cvss_version,cvss_base_score,cvss_base_severity
B,maven,commons-validator:commons-validator,1.4.0,commons-beanutils:commons-beanutils,1.8.3,compile,GHSA-6phf-73q6-gh87,CVE-2019-10086,1,3.1,7.3,high
B,maven,commons-validator:commons-validator,1.4.0,commons-beanutils:commons-beanutils,1.8.3,compile,GHSA-p66x-2cv9-qq3v,CVE-2014-0114,1,2.0,7.5,high
B,maven,commons-validator:commons-validator,1.0.2,commons-beanutils:commons-beanutils,1.5,compile,GHSA-6phf-73q6-gh87,CVE-2019-10086,1,3.1,7.3,high
B,maven,commons-validator:commons-validator,1.0.2,commons-collections:commons-collections,2.1,compile,GHSA-6hgm-866r-3cjv,CVE-2015-6420,1,2.0,7.5,high
B,maven,com.google.protobuf:protobuf-java,3.18.3,com.google.protobuf:protobuf-java,3.18.3,,GHSA-h4h5-3hr4-j3g2,CVE-2022-3171,0,3.1,7.5,high
B,maven,com.google.protobuf:protobuf-java,3.19.5,com.google.protobuf:protobuf-java,3.19.5,,GHSA-h4h5-3hr4-j3g2,CVE-2022-3171,0,3.1,7.5,high
B,maven,com.google.protobuf:protobuf-java,3.20.2,com.google.protobuf:protobuf-java,3.20.2,,GHSA-h4h5-3hr4-j3g2,CVE-2022-3171,0,3.1,7.5,high
B,maven,com.google.protobuf:protobuf-java,3.21.6,com.google.protobuf:protobuf-java,3.21.6,,GHSA-h4h5-3hr4-j3g2,CVE-2022-3171,0,3.1,7.5,high
B,maven,com.google.protobuf:protobuf-java,3.21.5,com.google.protobuf:protobuf-java,3.21.5,,GHSA-h4h5-3hr4-j3g2,CVE-2022-3171,0,3.1,7.5,high
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-beans,5.2.0.RELEASE,runtime,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-core,5.2.0.RELEASE,runtime,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-core,5.2.0.RELEASE,runtime,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-core,5.2.0.RELEASE,runtime,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,4,3.1,7.8,high
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-core,5.2.0.RELEASE,runtime,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-core,5.2.0.RELEASE,runtime,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-core,5.2.0.RELEASE,runtime,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,3.0.0,org.springframework:spring-expression,5.2.0.RELEASE,runtime,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-beans,5.2.0.RELEASE,provided,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,4,3.1,7.8,high
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.5,org.springframework:spring-expression,5.2.0.RELEASE,provided,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-beans,5.2.0.RELEASE,provided,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,4,3.1,7.8,high
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.4,org.springframework:spring-expression,5.2.0.RELEASE,provided,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-beans,5.2.0.RELEASE,provided,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,4,3.1,7.8,high
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.3,org.springframework:spring-expression,5.2.0.RELEASE,provided,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-beans,5.2.0.RELEASE,provided,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,4,3.1,7.8,high
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.2,org.springframework:spring-expression,5.2.0.RELEASE,provided,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-beans,5.2.0.RELEASE,provided,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,4,3.1,7.8,high
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.1,org.springframework:spring-expression,5.2.0.RELEASE,provided,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-beans,5.2.0.RELEASE,provided,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,4,3.1,7.8,high
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,4,3.1,4.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-core,5.2.0.RELEASE,provided,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.10.0,org.springframework:spring-expression,5.2.0.RELEASE,provided,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,com.google.guava:guava,20.0,compile,GHSA-5mg8-w23w-74h3,CVE-2020-8908,2,3.1,3.3,low
B,maven,io.springfox:springfox-swagger-ui,2.9.2,com.google.guava:guava,20.0,compile,GHSA-mvr2-9pj6-7w5j,CVE-2018-10237,2,3.1,5.9,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-beans,4.0.9.RELEASE,compile,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-3rmv-2pg5-xvqj,CVE-2018-1275,4,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-4487-x383-qpph,CVE-2018-1272,4,3.1,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-6v7w-535j-rq5m,CVE-2015-3192,4,3.0,5.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-8crv-49fr-2h6j,CVE-2016-5007,4,3.0,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-ffvq-7w96-97p7,CVE-2018-15756,4,3.1,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-g8hw-794c-4j9g,CVE-2018-1271,4,3.1,5.9,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-p5hg-3xm3-gcjg,CVE-2018-1270,4,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-pgf9-h69p-pcgf,CVE-2015-5211,4,3.1,9.6,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-rcpf-vj53-7h2m,CVE-2018-1257,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.2,org.springframework:spring-expression,4.0.9.RELEASE,compile,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,com.google.guava:guava,20.0,compile,GHSA-5mg8-w23w-74h3,CVE-2020-8908,2,3.1,3.3,low
B,maven,io.springfox:springfox-swagger-ui,2.9.1,com.google.guava:guava,20.0,compile,GHSA-mvr2-9pj6-7w5j,CVE-2018-10237,2,3.1,5.9,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-beans,4.0.9.RELEASE,compile,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-3rmv-2pg5-xvqj,CVE-2018-1275,4,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-4487-x383-qpph,CVE-2018-1272,4,3.1,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-6v7w-535j-rq5m,CVE-2015-3192,4,3.0,5.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-8crv-49fr-2h6j,CVE-2016-5007,4,3.0,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-ffvq-7w96-97p7,CVE-2018-15756,4,3.1,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-g8hw-794c-4j9g,CVE-2018-1271,4,3.1,5.9,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-p5hg-3xm3-gcjg,CVE-2018-1270,4,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-pgf9-h69p-pcgf,CVE-2015-5211,4,3.1,9.6,critical
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-rcpf-vj53-7h2m,CVE-2018-1257,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.9.1,org.springframework:spring-expression,4.0.9.RELEASE,compile,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,com.google.guava:guava,20.0,compile,GHSA-5mg8-w23w-74h3,CVE-2020-8908,2,3.1,3.3,low
B,maven,io.springfox:springfox-swagger-ui,2.8.0,com.google.guava:guava,20.0,compile,GHSA-mvr2-9pj6-7w5j,CVE-2018-10237,2,3.1,5.9,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-beans,4.0.9.RELEASE,compile,GHSA-36p3-wjmg-h94x,CVE-2022-22965,3,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-3rmv-2pg5-xvqj,CVE-2018-1275,4,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-4487-x383-qpph,CVE-2018-1272,4,3.1,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-6v7w-535j-rq5m,CVE-2015-3192,4,3.0,5.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-8crv-49fr-2h6j,CVE-2016-5007,4,3.0,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-ffvq-7w96-97p7,CVE-2018-15756,4,3.1,7.5,high
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-g5mm-vmx4-3rg7,CVE-2022-22968,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-g8hw-794c-4j9g,CVE-2018-1271,4,3.1,5.9,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-hh26-6xwr-ggv7,CVE-2022-22970,4,3.1,5.3,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-p5hg-3xm3-gcjg,CVE-2018-1270,4,3.1,9.8,critical
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-pgf9-h69p-pcgf,CVE-2015-5211,4,3.1,9.6,critical
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-rcpf-vj53-7h2m,CVE-2018-1257,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-core,4.0.9.RELEASE,compile,GHSA-rqph-vqwm-22vc,CVE-2022-22971,4,3.1,6.5,medium
B,maven,io.springfox:springfox-swagger-ui,2.8.0,org.springframework:spring-expression,4.0.9.RELEASE,compile,GHSA-558x-2xjg-6232,CVE-2022-22950,4,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.12.1,xerces:xercesImpl,2.12.1,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.12.0,xerces:xercesImpl,2.12.0,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.11.0,xerces:xercesImpl,2.11.0,,GHSA-7j4h-8wpf-rqfh,CVE-2013-4002,0,2.0,7.1,high
B,maven,xerces:xercesImpl,2.11.0,xerces:xercesImpl,2.11.0,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.11.0,xerces:xercesImpl,2.11.0,,GHSA-vmqm-g3vh-847m,CVE-2012-0881,0,3.0,7.5,high
B,maven,xerces:xercesImpl,2.11.0,xerces:xercesImpl,2.11.0,,GHSA-w4jq-qh47-hvjq,CVE-2020-14338,0,3.1,5.3,medium
B,maven,xerces:xercesImpl,2.10.0,xerces:xercesImpl,2.10.0,,GHSA-7j4h-8wpf-rqfh,CVE-2013-4002,0,2.0,7.1,high
B,maven,xerces:xercesImpl,2.10.0,xerces:xercesImpl,2.10.0,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.10.0,xerces:xercesImpl,2.10.0,,GHSA-vmqm-g3vh-847m,CVE-2012-0881,0,3.0,7.5,high
B,maven,xerces:xercesImpl,2.10.0,xerces:xercesImpl,2.10.0,,GHSA-w4jq-qh47-hvjq,CVE-2020-14338,0,3.1,5.3,medium
B,maven,xerces:xercesImpl,2.9.1,xerces:xercesImpl,2.9.1,,GHSA-334p-wv2m-w3vp,CVE-2009-2625,0,2.0,5.0,medium
B,maven,xerces:xercesImpl,2.9.1,xerces:xercesImpl,2.9.1,,GHSA-7j4h-8wpf-rqfh,CVE-2013-4002,0,2.0,7.1,high
B,maven,xerces:xercesImpl,2.9.1,xerces:xercesImpl,2.9.1,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.9.1,xerces:xercesImpl,2.9.1,,GHSA-vmqm-g3vh-847m,CVE-2012-0881,0,3.0,7.5,high
B,maven,xerces:xercesImpl,2.9.1,xerces:xercesImpl,2.9.1,,GHSA-w4jq-qh47-hvjq,CVE-2020-14338,0,3.1,5.3,medium
B,maven,xerces:xercesImpl,2.9.0,xerces:xercesImpl,2.9.0,,GHSA-334p-wv2m-w3vp,CVE-2009-2625,0,2.0,5.0,medium
B,maven,xerces:xercesImpl,2.9.0,xerces:xercesImpl,2.9.0,,GHSA-7j4h-8wpf-rqfh,CVE-2013-4002,0,2.0,7.1,high
B,maven,xerces:xercesImpl,2.9.0,xerces:xercesImpl,2.9.0,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.9.0,xerces:xercesImpl,2.9.0,,GHSA-vmqm-g3vh-847m,CVE-2012-0881,0,3.0,7.5,high
B,maven,xerces:xercesImpl,2.9.0,xerces:xercesImpl,2.9.0,,GHSA-w4jq-qh47-hvjq,CVE-2020-14338,0,3.1,5.3,medium
B,maven,xerces:xercesImpl,2.8.0,xerces:xercesImpl,2.8.0,,GHSA-334p-wv2m-w3vp,CVE-2009-2625,0,2.0,5.0,medium
B,maven,xerces:xercesImpl,2.8.0,xerces:xercesImpl,2.8.0,,GHSA-7j4h-8wpf-rqfh,CVE-2013-4002,0,2.0,7.1,high
B,maven,xerces:xercesImpl,2.8.0,xerces:xercesImpl,2.8.0,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.8.0,xerces:xercesImpl,2.8.0,,GHSA-vmqm-g3vh-847m,CVE-2012-0881,0,3.0,7.5,high
B,maven,xerces:xercesImpl,2.8.0,xerces:xercesImpl,2.8.0,,GHSA-w4jq-qh47-hvjq,CVE-2020-14338,0,3.1,5.3,medium
B,maven,xerces:xercesImpl,2.2.1,xerces:xercesImpl,2.2.1,,GHSA-334p-wv2m-w3vp,CVE-2009-2625,0,2.0,5.0,medium
B,maven,xerces:xercesImpl,2.2.1,xerces:xercesImpl,2.2.1,,GHSA-7j4h-8wpf-rqfh,CVE-2013-4002,0,2.0,7.1,high
B,maven,xerces:xercesImpl,2.2.1,xerces:xercesImpl,2.2.1,,GHSA-h65f-jvqw-m9fj,CVE-2022-23437,0,3.1,6.5,medium
B,maven,xerces:xercesImpl,2.2.1,xerces:xercesImpl,2.2.1,,GHSA-vmqm-g3vh-847m,CVE-2012-0881,0,3.0,7.5,high
B,maven,xerces:xercesImpl,2.2.1,xerces:xercesImpl,2.2.1,,GHSA-w4jq-qh47-hvjq,CVE-2020-14338,0,3.1,5.3,medium
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.327,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.327,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2,3.1,5.5,medium
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.327,com.google.guava:guava,27.1-jre,test,GHSA-5mg8-w23w-74h3,CVE-2020-8908,3,3.1,3.3,low
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.326,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.326,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2,3.1,5.5,medium
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.326,com.google.guava:guava,27.1-jre,test,GHSA-5mg8-w23w-74h3,CVE-2020-8908,3,3.1,3.3,low
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.325,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk-kms,1.12.325,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2,3.1,5.5,medium
